,OPC_9,OPC_8,OPC_7,OPC_6,OPC_5,OPC_4,OPC_3,OPC_2,OPC_11,OPC_10,OPC_1,OLqNSCI_6,OLqNSCI_5,OLqNSCI_4,OLqNSCI_3,OLqNSCI_2,OLqNSCI_1,OLqNSCII_9,OLqNSCII_8,OLqNSCII_7,OLqNSCII_6,OLqNSCII_5,OLqNSCII_4,OLqNSCII_3,OLqNSCII_2,OLqNSCII_12,OLqNSCII_11,OLqNSCII_10,OLqNSCII_1,OLpNSC_4,OLpNSC_3,OLpNSC_2,OLpNSC_1,OLaNSC_9,OLaNSC_8,OLaNSC_7,OLaNSC_6,OLaNSC_5,OLaNSC_4,OLaNSC_3,OLaNSC_2,OLaNSC_13,OLaNSC_12,OLaNSC_11,OLaNSC_10,OLaNSC_1,OLTAP_9,OLTAP_8,OLTAP_7,OLTAP_6,OLTAP_5,OLTAP_4,OLTAP_3,OLTAP_2,OLTAP_11,OLTAP_10,OLTAP_1,NB_99,NB_98,NB_97,NB_96,NB_95,NB_94,NB_93,NB_92,NB_91,NB_90,NB_9,NB_89,NB_88,NB_87,NB_86,NB_85,NB_84,NB_83,NB_82,NB_81,NB_80,NB_8,NB_79,NB_78,NB_77,NB_76,NB_75,NB_74,NB_73,NB_72,NB_71,NB_70,NB_7,NB_69,NB_68,NB_67,NB_66,NB_65,NB_64,NB_63,NB_62,NB_61,NB_60,NB_6,NB_59,NB_58,NB_57,NB_56,NB_55,NB_54,NB_53,NB_52,NB_51,NB_50,NB_5,NB_49,NB_48,NB_47,NB_46,NB_45,NB_44,NB_43,NB_42,NB_41,NB_40,NB_4,NB_39,NB_38,NB_37,NB_36,NB_35,NB_34,NB_33,NB_32,NB_31,NB_30,NB_3,NB_29,NB_28,NB_27,NB_26,NB_25,NB_24,NB_23,NB_22,NB_21,NB_20,NB_2,NB_19,NB_18,NB_17,NB_16,NB_15,NB_14,NB_13,NB_12,NB_11,NB_102,NB_101,NB_100,NB_10,NB_1,MOL_9,MOL_8,MOL_75,MOL_74,MOL_73,MOL_72,MOL_71,MOL_70,MOL_7,MOL_69,MOL_68,MOL_67,MOL_66,MOL_65,MOL_64,MOL_63,MOL_62,MOL_61,MOL_60,MOL_6,MOL_59,MOL_58,MOL_57,MOL_56,MOL_55,MOL_54,MOL_53,MOL_52,MOL_51,MOL_50,MOL_5,MOL_49,MOL_48,MOL_47,MOL_46,MOL_45,MOL_44,MOL_43,MOL_42,MOL_41,MOL_40,MOL_4,MOL_39,MOL_38,MOL_37,MOL_36,MOL_35,MOL_34,MOL_33,MOL_32,MOL_31,MOL_30,MOL_3,MOL_29,MOL_28,MOL_27,MOL_26,MOL_25,MOL_24,MOL_23,MOL_22,MOL_21,MOL_20,MOL_2,MOL_19,MOL_18,MOL_17,MOL_16,MOL_15,MOL_14,MOL_13,MOL_12,MOL_11,MOL_10,MOL_1
Ptgds,0.648053,3.52108,1.15835,0.930496,0.1,0.1,0.914795,0.1,5.17043,2.20118,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4574,1.76712,0.1,0.1,0.1,3.88803,1.38207,1.56126,0.1,0.1,0.893321,0.968257,0.1,1.49095,0.91606,7.13337,0.518582,1.81721,0.1,0.1,0.1,0.1,0.1,0.1,0.680691,0.1,0.595739,0.1,0.424517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.937007,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,24.5707,0.1,87.536,28.8183,5.01373,33.2465,62.3213,23.2295,23.5718,18.7671,0.502078,18.6552,73.694,25.0099,35.6988,104.584,67.9341,29.2344,0.1,15.3244,31.8079,6.94213,70.041,0.1,126.36,0.791007,48.882,106.124,102.021,5.17392,36.4857,0.1,30.6933,15.6464,62.156,1.60665,51.8151,55.3615,47.9898,79.1804,51.0263,22.0912,9.38726,38.0122,11.6438,67.9195,82.0904,91.0735,100.402,35.709,77.1922,3.62242,94.5627,0.707151,51.5411,21.4549,45.6084,53.2735,60.6042,60.9554,31.9539,1.73858,36.1459,86.9538,122.585,66.7053,33.8499,59.7546,11.0432,42.6262,23.1357,60.9624,53.3379,2.87105,120.476
Ran,1.19826,2.66075,1.15835,2.60131,5.99266,0.923433,1.73279,1.10196,1.78351,2.20118,0.1,1.06896,0.1,0.1,1.24506,0.1,0.1,1.9767,0.726731,0.545547,0.1,4.66953,0.1,0.1,0.1,0.1,1.76712,0.1,0.673261,1.42188,3.88803,1.38207,0.1,4.64841,4.85038,2.48934,0.968257,2.42135,1.49095,4.21262,3.59584,7.00224,6.44726,0.896754,5.96004,2.57585,5.73523,13.6618,10.8088,13.4317,12.1183,12.0237,9.15181,6.84469,9.21308,8.15581,5.75328,3.03231,2.51244,1.85094,5.80058,0.1,4.95161,3.79146,3.63538,1.39487,6.65466,3.41071,5.86302,5.06025,9.41504,5.35419,2.57436,8.40546,5.54351,3.88993,7.62565,0.1,7.29125,1.1722,1.5237,5.19616,0.1,3.20055,3.61924,1.8586,4.64112,5.05107,0.1,2.16351,5.80452,9.09945,1.84124,7.62949,3.8865,8.11494,2.53002,5.35367,0.1,4.94274,7.90911,7.76798,1.27305,2.2784,3.13659,11.2606,3.75852,3.85395,5.41096,6.45373,0.1,0.1,4.7825,3.87223,3.01496,6.23682,2.85092,0.1,2.14463,10.0775,9.20933,1.82876,0.1,2.62092,3.39827,4.09632,3.44284,0.1,2.89986,8.18681,5.66932,7.32822,6.98197,1.29738,3.91159,8.25389,3.64528,1.44669,3.34556,0.1,0.1,2.69659,4.30149,5.8192,0.1,1.81092,1.46791,6.14211,5.2358,7.27788,3.82865,3.32721,1.40136,5.39519,0.1,0.1,5.72642,0.81444,0.1,0.1,1.00489,0.1,2.73158,2.05388,1.14083,0.1,1.66614,0.1,1.10212,0.905735,0.1,1.31582,0.1,0.1,1.24296,0.1,1.22652,1.16991,0.1,2.39795,1.32188,0.1,3.96532,1.82453,2.18119,0.801482,2.22196,1.25327,0.1,1.32945,0.1,0.1,0.1,0.1,1.60665,1.98993,1.40861,7.41813,0.1,0.1,0.1,0.1,0.1,2.93441,0.1,0.791938,1.38394,2.0496,1.58047,2.32152,0.1,0.1,2.54299,0.1,1.70375,0.1,0.1,0.1,0.1,0.1,0.1,3.39189,1.26057,1.67992,0.1,0.1,1.90886,1.07521,1.86806,1.60276,1.3631,0.1,0.1,4.08102
S100a6,0.1,0.1,0.1,0.930496,0.1,0.1,0.1,2.10785,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.726731,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.673261,4.08125,1.9903,6.56114,1.56126,0.1,0.1,3.29209,0.968257,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.591279,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6862,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.0212,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.03475,0.1,0.1,0.1,0.1,0.1,0.1,1.55212,0.1,0.1,0.1,0.1,0.849151,1.0411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.19299,0.1,0.1,0.1,0.1,0.1,1.07521,0.1,0.1,0.1,0.1,0.1,0.1
Sfrp1,0.1,0.1,0.1,0.1,0.931872,0.923433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6146,0.1,0.1,0.1,0.1,1.24878,4.08125,7.706,7.86881,6.76785,0.1,1.66465,5.71958,0.968257,0.1,1.02547,2.55783,0.1,0.518582,0.440744,0.1,0.1,0.1,0.1,0.872473,0.1,0.1,0.1,0.1,0.535523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.56786,0.1,0.1,0.1,0.1,1.05106,0.1,0.1,0.1,0.1,1.74804,0.1,0.1,0.1,1.49793,0.1,0.1,1.5237,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.42269,0.1,0.1,0.1,0.1,0.1,1.04529,1.27305,0.1,0.1,0.1,0.1,1.3464,0.1,1.67908,0.1,1.95086,6.35568,0.1,0.1,0.1,0.1,0.1,0.1,1.8818,0.1,0.1,1.36925,0.1,0.1,0.1,1.76815,0.1,0.1,0.1,0.1,0.1,0.1,1.29738,2.00206,0.1,0.1,0.1,1.17761,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.893488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.14083,0.1,0.1,0.957776,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.675506,0.1,0.1,0.1,1.95896,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.63116,0.1,0.1,0.1
Slc4a4,0.1,0.950232,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.96458,15.3428,14.4357,15.3472,9.19279,16.6736,9.55784,4.53952,18.3916,19.8782,7.74608,7.92405,3.13516,8.9995,23.2789,11.9092,8.6083,5.34196,0.1,0.1,3.96137,0.1,0.1,0.1,1.68976,0.1,0.870747,0.1,0.1,1.26071,0.1,0.440744,0.1,0.1,4.59231,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.97691,1.49718,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.27712,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.861,0.1,0.1,0.1,0.1,0.1,1.14083,0.1,0.881533,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.709742,1.10575,0.1,0.1,0.1,0.801482,0.1,0.1,0.1,1.32945,0.1,1.95896,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2146,0.1,0.1,0.1,0.1,0.1,1.67992,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc6a9,0.1,0.1,0.1,0.930496,0.1,0.1,0.914795,1.10196,0.1,0.1,1.92167,3.01832,3.86556,6.62379,5.87067,5.74908,6.19045,3.86078,0.726731,0.1,0.1,0.1,0.1,0.1,1.07325,3.64307,8.50162,0.1,0.1,0.1,0.1,1.38207,0.1,0.1,0.1,0.893321,0.1,0.1,0.1,0.1,0.1,0.1,0.440744,0.1,0.822411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.02684,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.82537,1.43204,2.73158,1.07502,0.1,3.80305,3.24466,1.81892,0.1,4.1934,1.22527,0.1,5.84044,0.1,3.54239,3.71892,3.50641,2.24828,3.83814,2.97813,3.17286,2.11544,6.59408,1.24743,3.5824,2.92255,1.1589,4.17666,2.62697,0.1,3.98479,1.02766,3.6164,4.68328,1.60665,0.1,1.40861,1.55212,3.95408,0.1,7.25371,0.1,0.849151,1.98589,3.99626,4.29285,3.96699,1.07289,0.1,0.1,3.62242,4.13122,3.77907,3.12147,0.1,0.1,1.56046,0.1,1.36295,1.42435,5.0351,1.19299,1.26057,0.1,3.88533,3.18221,0.1,3.03717,7.21414,0.849906,3.90423,2.43008,1.48007,0.1
Sparc,0.1,0.1,0.1,0.1,0.1,5.93288,0.1,0.1,0.1,3.25799,0.1,9.96458,3.86556,5.52569,17.7651,1.22094,9.29071,9.55784,0.1,0.545547,0.1,0.1,2.03285,6.19431,1.07325,1.27639,8.50162,0.1,3.57371,1.42188,0.1,1.38207,7.52367,0.1,0.1,0.1,0.1,1.64452,0.1,0.1,1.26071,0.1,0.1,1.69664,0.1,0.1,0.523204,0.1,0.1,0.1,0.577836,0.1,0.1,0.1,0.562512,0.1,0.888405,0.1,0.1,0.1,0.1,1.68228,0.1,0.832489,1.27384,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.12973,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.12031,0.1,1.22298,0.1,1.36925,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.02667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.45384,0.1,0.1,1.71784,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.70803,0.1,2.39795,0.709742,0.1,1.37828,1.24743,0.1,0.801482,0.1,1.25327,1.36101,0.1,3.00784,1.02766,1.26753,0.1,2.62104,0.1,1.40861,1.55212,0.1,0.1,1.28057,0.1,0.849151,0.1,0.1,0.1,0.1,4.0146,1.58047,0.1,0.1,0.1,0.707151,0.1,0.1,0.1,0.1,0.1,1.36295,0.1,1.73858,0.1,0.1,3.26604,0.1,0.1,0.1,2.05426,0.1,0.849906,1.3631,0.1,0.788683,0.1
Stmn2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.38207,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.872473,1.32233,1.84894,2.5081,0.595739,0.972757,0.424517,0.1,0.1,0.1,5.9996,11.1082,5.37353,9.63865,9.68794,17.0015,12.9599,9.6219,7.94633,19.3318,11.0561,16.7972,14.4713,18.2536,17.4877,24.4289,8.40546,5.54351,9.01369,12.7438,12.8828,5.21618,21.2261,14.5942,6.48284,9.76099,3.20055,4.80159,27.2303,3.12145,13.4348,15.6958,27.1357,15.4641,0.1,8.87518,0.1,12.8992,8.11494,1.91892,13.3926,7.74442,4.94274,2.30917,13.6831,19.443,14.575,10.8339,11.2606,16.7941,2.59771,20.4627,4.85589,5.59723,24.7454,12.7115,11.5066,13.4012,13.5854,20.0743,4.79864,16.9245,12.8764,4.61852,14.1234,11.7061,6.88962,8.39469,21.9797,17.0827,15.3251,18.7044,7.16181,13.1987,6.51219,5.98707,1.29738,2.00206,4.15277,12.0838,6.88679,11.0707,16.8505,22.529,19.8931,17.2116,2.94834,23.4093,5.27356,22.6563,13.0789,10.5181,4.05595,14.3959,21.2125,7.98568,17.4259,14.8808,21.9785,7.61672,37.1268,18.0501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sulf2,14.4892,5.25204,7.59694,4.28537,12.0534,7.62956,12.67,8.22767,18.9912,7.5274,13.1623,1.06896,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.66918,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.680691,0.1,0.1,0.535523,0.1,0.1,0.8179,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.81104,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.65471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6862,0.1,0.1,2.73158,5.01373,0.1,0.1,2.45384,2.68347,1.10212,2.12631,0.1,1.31582,1.23907,0.1,1.24296,5.53909,1.22652,2.79068,3.83814,3.56063,2.55342,0.1,1.37828,0.672589,1.48473,4.35068,1.1589,1.83332,3.89793,0.1,1.06548,3.83261,0.1,1.00945,0.600246,3.88728,0.1,0.1,5.24894,1.75786,1.28057,0.1,0.849151,1.98589,3.43299,0.791938,1.38394,2.0496,1.58047,1.20858,0.1,1.10187,1.31669,1.60778,3.3138,1.17766,4.49864,1.2146,2.63087,1.42435,0.1,0.1,3.59544,3.26604,0.1,2.15077,0.1,0.1,0.1,2.35858,0.1,1.26276,0.788683,4.08102
Thbs4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.66171,0.1,0.1,0.1,0.1,0.1,1.42188,0.1,3.96137,9.04457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.896754,0.1,0.1,0.948071,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.44669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tmsb10,0.648053,0.950232,0.1,0.1,0.931872,0.923433,0.1,0.1,0.1,0.1,1.00905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.27639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.66465,0.1,0.1,0.1,3.84626,0.91606,1.26071,1.36069,1.12626,0.896754,3.00676,1.57964,0.523204,2.42655,13.4391,20.5754,6.46269,15.3281,10.5754,3.74152,3.8518,10.4157,5.33876,20.3351,30.3787,32.716,45.625,26.1911,35.1506,19.3316,19.456,29.8279,28.5243,18.0936,15.7826,20.6885,24.6673,21.6323,16.5415,15.1698,16.6947,43.0315,21.9041,30.6709,11.4919,23.5477,26.6202,22.3358,18.2605,24.8611,28.2047,23.5169,18.5948,21.9893,30.2839,15.9859,23.333,25.7598,41.9812,25.9255,31.7207,12.1948,21.3947,31.5049,31.4277,18.1429,13.6226,28.0758,27.0311,18.0253,21.874,26.0802,16.7941,16.6967,28.9649,17.8194,21.1768,20.8692,30.7331,17.313,21.0018,12.5227,24.0807,24.3701,24.6411,33.4985,15.0531,15.908,18.3381,19.3162,20.2892,29.1171,22.3124,29.0554,39.8874,27.3793,17.0089,20.8541,23.4678,17.3055,52.1471,25.1658,24.5651,26.6345,30.7869,33.6009,28.746,16.1595,29.0934,29.6416,15.5146,20.6356,36.0147,15.6822,21.5571,25.0983,8.57358,31.8114,37.1586,32.376,20.0573,29.6407,23.0149,18.0692,8.47437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.502078,2.35496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.93643,0.1,1.37828,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06548,0.1,0.1,0.1,1.10246,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.31319,0.1,0.1,0.1,3.06676,1.20858,0.1,1.10187,0.1,0.1,0.1,1.17766,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tmsb4x,2.86197,19.6199,1.15835,3.44167,3.4472,3.41325,3.37849,1.10196,0.1,2.20118,2.83789,0.1,0.1,1.17661,1.24506,0.1,0.1,0.1,0.1,0.992845,1.58533,0.1,0.1,1.6146,1.07325,0.1,0.1,3.71757,1.24878,1.42188,3.88803,3.96137,1.56126,10.688,16.6441,7.35421,11.6614,0.870747,6.73614,23.3388,10.7136,12.958,23.7958,10.7093,19.0669,6.1262,9.81604,30.0109,12.7774,19.2507,20.2785,39.8803,28.1274,41.1691,37.8477,35.5593,14.8781,20.3351,7.39484,14.3033,23.317,24.5102,23.2552,13.7446,18.209,22.8332,20.3357,23.5308,40.2624,9.2856,20.0664,5.35419,12.6705,29.0336,15.2809,27.6186,15.3341,39.9086,51.4758,15.5067,40.6425,20.9846,12.5712,20.3839,15.659,16.1808,9.2364,15.1318,4.71384,17.0799,17.4194,18.28,23.2857,59.9737,15.5214,12.1948,24.8938,25.8264,29.4093,26.6138,20.6355,32.3506,41.4621,11.167,10.8339,17.7798,9.30067,16.6967,9.4498,32.9192,11.1824,15.1138,22.44,62.1805,11.8996,12.5227,15.1611,23.1085,30.2961,12.8764,17.4244,10.5756,41.9587,22.0757,20.2892,13.6085,13.6316,21.1614,20.1765,19.7428,20.85,10.6257,12.0172,24.9862,33.4933,20.8592,9.64856,9.63944,48.1557,26.7705,28.746,18.9537,23.103,34.2877,27.4054,13.2715,25.581,16.34,29.8654,38.8722,10.4985,34.2235,28.5591,11.8904,17.4526,69.7119,26.9433,26.1118,7.69769,8.09383,6.50991,5.45974,12.1082,11.0411,10.6963,8.80934,8.05649,6.17616,10.3022,15.2029,18.6552,4.99209,9.33986,11.4291,3.54239,9.20109,14.239,14.7096,11.4493,8.91052,12.114,9.29665,11.9823,5.33581,13.7152,12.4155,13.0888,10.8203,10.329,11.3423,14.9946,14.4111,13.2013,11.2557,18.8903,13.4875,16.1519,11.8793,7.85414,11.8437,10.8952,14.1148,10.8647,12.6313,12.1286,7.14436,6.57054,12.0338,7.56099,9.09256,10.7512,4.13122,8.18459,10.7805,11.4603,9.95421,4.49864,6.85402,11.6486,8.12497,16.7817,12.3648,5.94884,21.1376,7.70059,14.8051,5.54795,12.0623,12.6242,7.7345,16.919,3.60201,7.82795,7.32335
