"","V1","V2"
"MOL_9",-0.272620234969535,-0.0076928951452215
"MOL_8",-0.389278049131528,0.152800518053801
"MOL_75",-0.285857077562883,0.014747324165157
"MOL_74",-0.382988689773642,0.14285712809784
"MOL_73",-0.358071505456503,0.105945668240921
"MOL_72",-0.382702772204988,0.142415607128508
"MOL_71",-0.29950118492296,0.0324685666420081
"MOL_70",-0.343568621798093,0.0850233153079718
"MOL_7",-0.262892838740097,-0.0317142464053852
"MOL_69",-0.326160281154258,0.062722262348703
"MOL_68",-0.421641498734157,0.209686686224786
"MOL_67",-0.373993770937424,0.129297565875861
"MOL_66",-0.313060880286689,0.0478127761467828
"MOL_65",-0.325924413484974,0.0624366909363263
"MOL_64",-0.252523495711249,-0.0725064478061124
"MOL_63",-0.260107737784083,-0.0407463033208479
"MOL_62",-0.377886520514022,0.135096312729374
"MOL_61",-0.378853684384029,0.136551179641801
"MOL_60",-0.387143706172639,0.149369833688685
"MOL_6",-0.392580964842234,0.158246407606555
"MOL_59",-0.311610731821373,0.0462045559021888
"MOL_58",-0.303263246158658,0.0368413336163964
"MOL_57",-0.407427497907239,0.184548521259715
"MOL_56",-0.463111095500076,0.273472468023382
"MOL_55",-0.463986114545558,0.274780580982297
"MOL_54",-0.42813776671666,0.220327777765445
"MOL_53",-0.337866843982471,0.0773192845592052
"MOL_52",-0.361924994113805,0.111602381816066
"MOL_51",-0.308504261103217,0.0427527236090764
"MOL_50",-0.310079701630482,0.0445055315451695
"MOL_5",-0.265729897130974,-0.0236869664707015
"MOL_49",-0.313418336274323,0.0482106433300627
"MOL_48",-0.374884041293235,0.130616805884762
"MOL_47",-0.298883583448882,0.0317381006061686
"MOL_46",-0.266823449137687,-0.020862112630098
"MOL_45",-0.379342382834863,0.137288946246358
"MOL_44",-0.423678197144078,0.213080362767125
"MOL_43",-0.338098469903055,0.0776303340692065
"MOL_42",-0.297936962730194,0.0306051916177697
"MOL_41",-0.507192598178039,0.342809010730879
"MOL_40",-0.490351007230117,0.315176954685983
"MOL_4",-0.27313867439409,-0.00664146994934947
"MOL_39",-0.429095097213093,0.221856314484415
"MOL_38",-0.408819874643399,0.187083228833076
"MOL_37",-0.278081033340095,0.00252745734983075
"MOL_36",-0.258222349899343,-0.0477047778627047
"MOL_35",-0.283686402501357,0.0115639497002685
"MOL_34",-0.37829858794214,0.135715420395191
"MOL_33",-0.345084797776706,0.0871399384101808
"MOL_32",-0.323852513244592,0.0600083968618016
"MOL_31",-0.317415888401106,0.0526662550464931
"MOL_30",-0.416943669588575,0.201633965728966
"MOL_3",-0.273966929689046,-0.00500647735624832
"MOL_29",-0.350172341783012,0.0943977905248185
"MOL_28",-0.331946175982578,0.0697362553678482
"MOL_27",-0.36309765892733,0.113319780336717
"MOL_26",-0.402517780754162,0.175629974623847
"MOL_25",-0.273484262390668,-0.00595263813966512
"MOL_24",-0.306311588179606,0.0402984243906156
"MOL_23",-0.325111655571826,0.061479987494777
"MOL_22",-0.447147356800897,0.249650809764486
"MOL_21",-0.516760878885635,0.358965123174632
"MOL_20",-0.337180944064073,0.0764195479286391
"MOL_2",-0.252523495711249,-0.0725064478061124
"MOL_19",-0.380871544159195,0.139609099738685
"MOL_18",-0.319532648744507,0.0550544133538361
"MOL_17",-0.298155369805913,0.0308672459295519
"MOL_16",-0.333660726195631,0.0718912080056267
"MOL_15",-0.39699219841591,0.165799965126611
"MOL_14",-0.323884187793825,0.0600453623338557
"MOL_13",-0.374118533009371,0.129482237389225
"MOL_12",-0.263450789728489,-0.0300337678214687
"MOL_11",-0.252523495711249,-0.0725064478061124
"MOL_10",-0.378970647516995,0.136727586423613
"MOL_1",-0.301489486740711,0.0347985636666293
