"","V1","V2"
"NB_39",0.208118699625119,0.00906447689267645
"NB_38",0.166693471503572,-0.0379921330136761
"NB_37",0.161421765076141,-0.0549726529647207
"NB_36",0.190250005870906,-0.0183591890436838
"NB_35",0.305322364426488,0.105820154895907
"NB_34",0.119316843678193,-0.0657837408133329
"NB_33",0.320843027291647,0.14312462777521
"NB_32",0.315363100159816,0.106422332188287
"NB_31",0.308035881880184,0.0997377718915431
"NB_30",0.353852193079861,0.157265101470234
"NB_3",0.0887765241792658,-0.0975465881571432
"NB_29",0.444596774382023,0.351317195789121
"NB_28",0.338738383896589,0.159936067622164
"NB_27",0.291139091892028,0.0809168991074943
"NB_26",0.277848924863838,0.0556918978537964
"NB_25",0.331685646183182,0.153680837089478
"NB_24",0.405033881311695,0.254304389271166
"NB_23",0.317118974442473,0.153264409228643
"NB_22",0.182952026622197,-0.0276206447731217
"NB_21",0.186290550268594,-0.00816496339625374
"NB_20",0.16917334271433,-0.045109250832301
"NB_2",0.0482489902015849,-0.150002231392119
"NB_19",0.110327270411712,-0.0918204108556009
"NB_18",0.177879128906438,-0.0191830090737908
"NB_17",0.102228005507006,-0.0965274941940107
"NB_16",0.133757559555889,-0.0638241211649808
"NB_15",0.325170876989225,0.0991285934419347
"NB_14",0.278976622669893,0.0618093330119437
"NB_13",0.327459288805765,0.13382770145227
"NB_12",0.333355155189562,0.146379993782816
"NB_11",0.232972152156679,0.0444100116308167
"NB_102",0.117195987686193,-0.102532922275338
"NB_101",0.370221271646572,0.213548151640017
"NB_100",0.18044577610394,-0.0318890675731767
"NB_10",0.099375127426143,-0.0867485488862519
"NB_1",0.0326547421236951,-0.178732363145797
"MOL_9",-0.272497902494767,-0.00763860920735479
"MOL_8",-0.397588523531679,0.147760240208689
"MOL_75",-0.275458609944651,0.0226514223113526
"MOL_74",-0.377323484709597,0.146471740306492
"MOL_73",-0.333976913259381,0.122358610946438
"MOL_72",-0.382657471261826,0.14244497115434
"MOL_71",-0.30109774396459,0.031109788566742
"MOL_70",-0.377196975893281,0.0608777390816588
"MOL_7",-0.260349180080049,-0.0309259702804182
"MOL_69",-0.34076346905897,0.0506607612813283
"MOL_68",-0.398279489311552,0.223703064453061
"MOL_67",-0.368236799488681,0.133188510313998
"MOL_66",-0.327334170704309,0.0349456761984912
"MOL_65",-0.332964187212722,0.0565336381051528
"MOL_64",-0.298756888112402,-0.0874815911575
"MOL_63",-0.250973267600216,-0.0382439629032046
"MOL_62",-0.376907482219453,0.13574803210939
"MOL_61",-0.372754978979753,0.140595812703115
"MOL_60",-0.387040497350921,0.149434045440903
"MOL_6",-0.440564770578379,0.129205968958973
"MOL_59",-0.301939062667404,0.0549261857633471
"MOL_58",-0.279292710619007,0.0579475856906268
"MOL_57",-0.396430638043211,0.190588625357982
"MOL_56",-0.452344950785623,0.280680651860736
"MOL_55",-0.476183527746662,0.266819879053079
"MOL_54",-0.445340843309026,0.209565730892515
"MOL_53",-0.351429410968131,0.0670115458271643
"MOL_52",-0.350020515289134,0.119731647875657
"MOL_51",-0.292631361634092,0.0570109418728317
"MOL_50",-0.315228160470834,0.0398669853291444
"MOL_5",-0.258955375382676,-0.0212463287044035
"MOL_49",-0.319326106767055,0.0429061806313474
"MOL_48",-0.38665236902521,0.122728363057361
"MOL_47",-0.264976993883449,0.0602119973629646
"MOL_46",-0.282031098208676,-0.0267901008915751
"MOL_45",-0.384856242605085,0.133654884475748
"MOL_44",-0.403399841932027,0.225553225596121
"MOL_43",-0.339687839250044,0.0764532846700768
"MOL_42",-0.294830846868925,0.0331939591045191
"MOL_41",-0.511434854305815,0.340224164233101
"MOL_40",-0.504951727102058,0.305808850836771
"MOL_4",-0.256342351995677,0.00166822761006953
"MOL_39",-0.429878546928667,0.221347504927315
"MOL_38",-0.414243650576086,0.184055362239259
"MOL_37",-0.262976253943739,0.0118748804564049
"MOL_36",-0.231522938209617,-0.041569866202529
"MOL_35",-0.282614533051405,0.0122870472377812
"MOL_34",-0.374653403757781,0.138136653847138
"MOL_33",-0.355227479762309,0.0800254535647225
"MOL_32",-0.324556444944094,0.0594052199500985
"MOL_31",-0.314863498331378,0.0549337016560212
"MOL_30",-0.389623645853788,0.217570022242196
"MOL_3",-0.275236470693557,-0.00569862464874566
"MOL_29",-0.333862641568794,0.105554813778115
"MOL_28",-0.359764116877513,0.0475374977504279
"MOL_27",-0.335323627722572,0.132260968645004
"MOL_26",-0.412588969774201,0.170085689391226
"MOL_25",-0.256681150729898,0.00248104391670966
"MOL_24",-0.319728204898007,0.0283231559204625
"MOL_23",-0.29819689313548,0.0843737451624509
"MOL_22",-0.451234977983459,0.246911545027453
"MOL_21",-0.505160969692377,0.3663349085094
"MOL_20",-0.31037746132681,0.0968757085378578
"MOL_2",-0.225867776074566,-0.0691181507527349
"MOL_19",-0.404626544008939,0.124102586335009
"MOL_18",-0.358627873943728,0.0209274318742426
"MOL_17",-0.287970745696754,0.0393555396494731
"MOL_16",-0.350788430481927,0.0585623099324056
"MOL_15",-0.397248495782475,0.165655891948914
"MOL_14",-0.335530417908404,0.0500660744022867
"MOL_13",-0.374240099944457,0.129400189728908
"MOL_12",-0.250161113334728,-0.0255499319904858
"MOL_11",-0.300397486735822,-0.0878561377131298
"MOL_10",-0.364717991892901,0.146168747461656
"MOL_1",-0.319199056078118,0.0194693396546876
