Cell ID,Axis1,Axis2,Cluster,t11V1,t11V2,t13V1,t13V2
aNSC_116,0.0946635,-0.0408731,aNSC,0.091402,-0.00805354,,
aNSC_48,0.0908156,-0.0486895,aNSC,0.0870363,-0.00846708,,
aNSC_29,0.0892441,-0.0557867,aNSC,0.0851217,-0.00863817,,
aNSC_1,0.0817192,-0.0129052,aNSC,0.0813965,-0.00894503,,
aNSC_56,0.0819897,-0.0259599,aNSC,0.0806872,-0.0090018,,
TAP_158,0.0792588,-0.017056,TAP,0.0786747,-0.00915192,,
aNSC_2,0.0804347,-0.0383494,aNSC,0.0782791,-0.00918115,,
aNSC_30,0.0761356,-0.0360306,aNSC,0.0743631,-0.00944437,,
aNSC_28,0.0758877,-0.0435291,aNSC,0.0737847,-0.00948203,,
aNSC_22,0.073313,-0.0278933,aNSC,0.0722243,-0.00957565,,
aNSC_19,0.0653342,0.0427174,aNSC,0.0681266,-0.00979578,,
aNSC_70,0.0647515,0.0369269,aNSC,0.066964,-0.00985261,,
aNSC_87,0.0646736,-0.0506728,aNSC,0.0629838,-0.0100198,,
aNSC_15,0.0629688,-0.0350578,aNSC,0.0620669,-0.0100539,,
NB_2,0.0587386,-0.0415984,NB,0.0577919,-0.0101839,,
aNSC_85,0.056601,-0.0196235,aNSC,0.056379,-0.0102181,,
aNSC_114,0.0557456,0.0134844,aNSC,0.0563052,-0.0102198,,
aNSC_10,0.053117,0.0314355,aNSC,0.0539047,-0.0102656,,
aNSC_26,0.0539274,-0.015378,aNSC,0.0538308,-0.010267,,
TAP_4,0.0509785,-0.0237952,TAP,0.0508618,-0.0103048,,
aNSC_46,0.0501243,0.0255407,aNSC,0.0504331,-0.0103085,,
aNSC_61,0.0503693,-0.014826,aNSC,0.0503376,-0.0103092,,
TAP_3,0.0496315,-0.0336024,TAP,0.0495635,-0.0103145,,
aNSC_89,0.0467156,-0.0459287,aNSC,0.0469172,-0.0103223,,
aNSC_67,0.041911,-0.0330167,aNSC,0.0421756,-0.0102938,,
aNSC_7,0.0415414,-0.0364882,aNSC,0.041908,-0.0102903,,
aNSC_38,0.0415874,0.0665577,aNSC,0.0401916,-0.0102654,,
aNSC_34,0.0371957,-0.0649204,aNSC,0.0384311,-0.0102325,,
aNSC_41,0.037895,0.0376383,aNSC,0.036512,-0.0101875,,
aNSC_72,0.0362196,0.0810684,aNSC,0.0331431,-0.0100884,,
