Cell ID,Axis1,Axis2,Cluster,t11V1,t11V2,t13V1,t13V2
qNSCI_16,-0.266919,0.0748263,qNSCI,-0.258307,0.0892541,-0.254677,0.0917933
qNSCII_164,-0.262997,0.0821718,qNSCII,,,-0.255583,0.0924465
qNSCII_370,-0.259159,0.0877212,qNSCII,-0.258261,0.0892264,-0.255692,0.0925256
qNSCII_40,-0.262832,0.086449,qNSCII,,,-0.257503,0.0938323
qNSCII_229,-0.264677,0.0839915,qNSCII,,,-0.25755,0.093866
qNSCII_398,-0.265143,0.0867708,qNSCII,-0.262231,0.0916079,-0.259175,0.0950393
qNSCI_10,-0.270413,0.0847476,qNSCI,,,-0.261676,0.0968445
qNSCII_400,-0.267962,0.089723,qNSCII,-0.265588,0.0936351,-0.262427,0.0973872
qNSCII_382,-0.263767,0.0974862,qNSCII,-0.265965,0.0938639,-0.263354,0.0980571
qNSCII_259,-0.271146,0.0879551,qNSCII,-0.267113,0.0945619,-0.263679,0.0982915
qNSCII_28,-0.267715,0.0965731,qNSCII,-0.268446,0.0953758,-0.265514,0.0996179
qNSCII_114,-0.274205,0.0893366,qNSCII,,,-0.266342,0.100216
qNSCII_379,-0.276754,0.0923905,qNSCII,-0.273148,0.098254,-0.269462,0.102472
qNSCII_71,-0.272526,0.104211,qNSCII,,,-0.272299,0.104525
qNSCII_15,-0.268824,0.112157,qNSCII,-0.276239,0.100161,-0.273645,0.1055
qNSCII_47,-0.279403,0.100345,qNSCII,-0.278601,0.101628,-0.274969,0.106459
qNSCII_197,-0.281337,0.0989349,qNSCII,-0.279358,0.102101,-0.275566,0.106892
qNSCI_32,-0.283057,0.0967516,qNSCI,,,-0.275656,0.106957
qNSCII_408,-0.293389,0.0837307,qNSCII,,,-0.276239,0.10738
qNSCII_377,-0.286797,0.0940594,qNSCII,,,-0.276828,0.107807
qNSCII_22,-0.288735,0.102503,qNSCII,,,-0.282103,0.111635
qNSCI_14,-0.294142,0.0970574,qNSCI,,,-0.283048,0.112321
qNSCII_227,-0.281472,0.117247,qNSCII,-0.287719,0.107334,-0.28436,0.113275
qNSCI_21,-0.293049,0.10234,qNSCI,-0.289273,0.108316,-0.284842,0.113626
qNSCII_299,-0.292856,0.106241,qNSCII,-0.29089,0.109341,-0.286569,0.114882
qNSCII_12,-0.296333,0.102416,qNSCII,-0.291638,0.109815,-0.287022,0.115212
qNSCII_357,-0.29107,0.115468,qNSCII,-0.293799,0.11119,-0.289789,0.117227
qNSCII_210,-0.296674,0.108066,qNSCII,-0.294426,0.11159,-0.289928,0.117328
qNSCII_410,-0.318264,0.0827409,qNSCII,-0.298204,0.114004,-0.291963,0.118812
qNSCII_112,-0.295042,0.120485,qNSCII,-0.29891,0.114457,-0.294769,0.120859
pNSC_52,-0.287876,0.131766,pNSC,-0.298961,0.11449,-0.295468,0.121369
qNSCI_23,-0.308288,0.104169,qNSCI,,,-0.295637,0.121493
qNSCII_201,-0.290928,0.133292,qNSCII,-0.301851,0.116349,-0.298191,0.123359
qNSCII_202,-0.303462,0.117644,qNSCII,,,-0.298902,0.123879
qNSCII_38,-0.298901,0.129721,qNSCII,-0.305878,0.118948,-0.301686,0.125917
pNSC_40,-0.28887,0.151249,pNSC,-0.308676,0.120764,-0.305441,0.128669
qNSCII_385,-0.312838,0.119455,qNSCII,,,-0.305854,0.128972
qNSCII_141,-0.311005,0.122067,qNSCII,-0.310907,0.122217,-0.305908,0.129012
qNSCII_151,-0.3192,0.122363,qNSCII,-0.316767,0.126051,-0.31136,0.133016
qNSCII_50,-0.324452,0.130034,qNSCII,,,-0.318419,0.138213
qNSCII_5,-0.326098,0.129792,qNSCII,,,-0.319369,0.138914
qNSCII_396,-0.329751,0.12828,qNSCII,,,-0.321003,0.140121
qNSCII_140,-0.335008,0.13242,qNSCII,,,-0.32637,0.144089
qNSCI_2,-0.338147,0.135217,qNSCI,,,-0.329726,0.146575
qNSCII_263,-0.340622,0.140776,qNSCII,-0.340111,0.141535,-0.333975,0.149727
qNSCI_7,-0.344351,0.141314,qNSCI,,,-0.336631,0.1517
qNSCI_1,-0.346643,0.143719,qNSCI,,,-0.339252,0.153649
qNSCII_68,-0.344534,0.148682,qNSCII,,,-0.340268,0.154406
qNSCII_46,-0.349963,0.143611,qNSCII,,,-0.341327,0.155195
qNSCII_19,-0.354678,0.153057,qNSCII,,,-0.348874,0.160823
qNSCII_397,-0.352438,0.158509,qNSCII,,,-0.350051,0.161703
qNSCII_113,-0.34007,0.185831,qNSCII,-0.360706,0.155426,-0.355229,0.165574
qNSCI_29,-0.366466,0.15551,qNSCI,,,-0.357594,0.167345
qNSCII_209,-0.357429,0.168291,qNSCII,-0.364453,0.15797,-0.357942,0.167606
qNSCII_7,-0.352725,0.194268,qNSCII,-0.373405,0.164063,-0.367419,0.174713
qNSCII_129,-0.375635,0.18183,qNSCII,,,-0.376088,0.181228
qNSCII_388,-0.381882,0.183063,qNSCII,,,-0.380667,0.184675
qNSCII_399,-0.382068,0.217879,qNSCII,-0.404389,0.185277,-0.397544,0.197402
qNSCII_180,-0.396323,0.238387,qNSCII,-0.422571,0.197772,-0.416491,0.211722
qNSCII_373,-0.414397,0.21853,qNSCII,-0.422571,0.197772,-0.418435,0.213192
qNSCII_378,-0.423704,0.213721,qNSCII,,,-0.42204,0.215919
qNSCII_338,-0.423564,0.226029,qNSCII,,,-0.427874,0.220334
qNSCI_31,-0.42687,0.223115,qNSCI,,,-0.428575,0.220865
qNSCII_325,-0.510071,0.29612,qNSCII,,,-0.516566,0.287549
Ascale1,-0.6,0.35,Ascale,,,,
AScale2,0.75,0.2,Ascale,,,,
AScale3,0.075,-0.75,Ascale,,,,
TAP_127,0.6994,0.14544,TAP,0.704041,0.112104,,
TAP_150,0.69413,0.13139,TAP,0.696953,0.111117,,
TAP_135,0.679412,0.116891,TAP,0.680534,0.108832,,
TAP_139,0.673554,0.124611,TAP,0.675839,0.108179,,
TAP_82,0.677586,0.0877468,TAP,0.674766,0.10803,,
TAP_143,0.655526,0.0897391,TAP,0.653399,0.105065,,
TAP_115,0.648742,0.106485,TAP,0.649023,0.104459,,
NB_29,0.649962,0.0933006,NB,0.648429,0.104376,,
TAP_95,0.641378,0.108423,TAP,0.642059,0.103496,,
TAP_37,0.634164,0.0928321,TAP,0.632867,0.102226,,
NB_69,0.623159,0.0807774,NB,0.620437,0.100511,,
TAP_144,0.618181,0.109433,TAP,0.61943,0.100373,,
TAP_140,0.613313,0.0936699,TAP,0.612521,0.0994201,,
NB_90,0.613603,0.0898272,NB,0.612285,0.0993876,,
TAP_103,0.609359,0.091056,TAP,0.608285,0.0988359,,
TAP_58,0.605515,0.115333,TAP,0.607801,0.0987691,,
TAP_110,0.601646,0.0812733,TAP,0.599389,0.0976066,,
TAP_146,0.582931,0.0852551,TAP,0.581556,0.0951228,,
TAP_145,0.577792,0.0915891,TAP,0.577378,0.094535,,
aNSC_31,0.576007,0.0861679,aNSC,0.574875,0.0941816,,
TAP_10,0.56598,0.0836857,TAP,0.564691,0.0927314,,
TAP_91,0.566766,0.0711551,TAP,0.563689,0.0925875,,
NB_24,0.562911,0.0803983,NB,0.561208,0.0922303,,
NB_55,0.552562,0.148411,NB,0.560681,0.0921544,,
TAP_48,0.560899,0.0892707,TAP,0.560487,0.0921263,,
TAP_153,0.559062,0.088128,TAP,0.558525,0.0918425,,
TAP_113,0.552406,0.127874,TAP,0.557649,0.0917155,,
TAP_99,0.549736,0.080813,TAP,0.548341,0.0903546,,
TAP_90,0.54756,0.0902882,TAP,0.547567,0.0902405,,
TAP_84,0.535092,0.115562,TAP,0.53904,0.0889745,,
NB_4,0.528291,0.0845241,NB,0.527873,0.0872912,,
TAP_88,0.528214,0.0754279,TAP,0.526442,0.0870736,,
TAP_89,0.517914,0.132535,TAP,0.524883,0.0868358,,
TAP_121,0.524007,0.067165,TAP,0.521085,0.0862545,,
TAP_96,0.517313,0.104352,TAP,0.520116,0.0861057,,
TAP_20,0.521399,0.0702185,TAP,0.518982,0.0859313,,
TAP_81,0.517482,0.0892013,TAP,0.518009,0.0857815,,
NB_101,0.520651,0.059674,NB,0.516655,0.0855725,,
TAP_106,0.517813,0.0587285,TAP,0.513729,0.0851196,,
TAP_109,0.514599,0.0793771,TAP,0.513711,0.0851169,,
TAP_45,0.498943,0.0878919,TAP,0.499721,0.0829247,,
TAP_55,0.50228,0.0651848,TAP,0.499475,0.0828857,,
TAP_137,0.492868,0.107706,TAP,0.496876,0.0824729,,
NB_75,0.493578,0.0774801,NB,0.492882,0.0818351,,
NB_97,0.483646,0.0858372,NB,0.48451,0.0804835,,
TAP_136,0.483769,0.0770274,TAP,0.48324,0.0802768,,
aNSC_37,0.475326,0.105255,aNSC,0.479513,0.079667,,
NB_59,0.481572,0.0639522,NB,0.479004,0.0795833,,
TAP_64,0.484034,0.0425351,TAP,0.477966,0.0794126,,
NB_47,0.475139,0.0824148,NB,0.475697,0.0790379,,
TAP_33,0.480486,0.0436589,TAP,0.474655,0.0788654,,
NB_70,0.474474,0.069577,NB,0.472978,0.078587,,
TAP_152,0.468274,0.0635216,TAP,0.465947,0.0774086,,
TAP_41,0.462272,0.0871331,TAP,0.463975,0.0770749,,
NB_44,0.455703,0.122865,NB,0.46349,0.0769926,,
TAP_105,0.460459,0.0819819,TAP,0.46137,0.0766317,,
NB_49,0.461174,0.0532682,NB,0.457288,0.0759317,,
NB_94,0.457389,0.0650784,NB,0.455567,0.0756347,,
NB_25,0.455581,0.0643569,NB,0.453682,0.0753079,,
NB_28,0.452247,0.0765032,NB,0.452491,0.0751007,,
NB_30,0.441351,0.118085,NB,0.44898,0.0744864,,
NB_65,0.442088,0.0943161,NB,0.445689,0.0739059,,
NB_12,0.444462,0.0675648,NB,0.443408,0.0735009,,
NB_23,0.451457,0.0278555,NB,0.44333,0.073487,,
TAP_12,0.443404,0.0706759,TAP,0.442916,0.0734133,,
TAP_13,0.450988,0.0202431,TAP,0.441535,0.0731667,,
NB_33,0.446555,0.0438187,NB,0.44131,0.0731264,,
NB_5,0.44403,0.0503141,NB,0.439982,0.0728883,,
NB_13,0.439044,0.0513214,NB,0.4353,0.0720424,,
NB_58,0.430138,0.0687067,NB,0.429715,0.0710192,,
TAP_15,0.429334,0.0715063,TAP,0.429434,0.0709673,,
TAP_57,0.423677,0.10202,TAP,0.429417,0.0709642,,
TAP_123,0.432598,0.0427119,TAP,0.427425,0.0705947,,
TAP_134,0.430434,0.0481202,TAP,0.426283,0.0703819,,
TAP_18,0.42448,0.0772097,TAP,0.425774,0.0702867,,
NB_53,0.412676,0.104821,NB,0.419434,0.0690877,,
TAP_118,0.406919,0.0892554,TAP,0.411149,0.0674785,,
TAP_111,0.418418,0.0279698,TAP,0.41063,0.0673761,,
TAP_53,0.406107,0.0669445,TAP,0.406198,0.0664913,,
TAP_142,0.402473,0.0754681,TAP,0.404363,0.0661205,,
NB_15,0.393059,0.113129,NB,0.402701,0.0657821,,
NB_32,0.399018,0.0743379,NB,0.400851,0.0654026,,
NB_31,0.393666,0.0836035,NB,0.39758,0.0647245,,
TAP_73,0.398659,0.0583984,TAP,0.397347,0.0646759,,
TAP_60,0.397689,0.0592627,TAP,0.396589,0.0645172,,
aNSC_45,0.389258,0.0804841,aNSC,0.392801,0.0637167,,
NB_6,0.394948,0.0395494,NB,0.389902,0.0630954,,
TAP_151,0.395895,0.0328778,TAP,0.389396,0.0629864,,
NB_88,0.38025,0.0823274,NB,0.384692,0.0619606,,
TAP_147,0.393936,0.0192591,TAP,0.384537,0.0619263,,
TAP_27,0.386078,0.0531689,TAP,0.384165,0.0618443,,
NB_52,0.367999,0.133588,NB,0.383858,0.0617766,,
NB_35,0.38095,0.0560634,NB,0.379875,0.0608893,,
TAP_138,0.382271,0.0426532,TAP,0.378246,0.0605224,,
TAP_52,0.379324,0.0395191,TAP,0.374728,0.0597224,,
TAP_56,0.37859,0.0408509,TAP,0.374289,0.0596218,,
NB_80,0.370027,0.075322,NB,0.373665,0.0594786,,
TAP_131,0.378151,0.0396802,TAP,0.373603,0.0594644,,
TAP_102,0.377317,0.0417201,TAP,0.373254,0.059384,,
TAP_36,0.373246,0.0549471,TAP,0.372275,0.0591584,,
TAP_87,0.377434,0.0342446,TAP,0.371703,0.0590262,,
NB_43,0.37621,0.0297829,NB,0.369532,0.0585217,,
TAP_128,0.354649,0.118057,TAP,0.368608,0.058306,,
NB_27,0.362548,0.0763642,NB,0.366882,0.0579008,,
TAP_79,0.366224,0.0363159,TAP,0.361406,0.0566003,,
aNSC_49,0.363594,0.0414807,aNSC,0.360042,0.0562729,,
NB_95,0.363887,0.0287038,NB,0.35738,0.0556298,,
NB_54,0.362722,0.0320509,NB,0.357019,0.0555422,,
TAP_35,0.35632,0.0427831,TAP,0.353418,0.0546629,,
NB_86,0.356114,0.0414546,NB,0.3529,0.0545357,,
TAP_122,0.36356,0.00971837,TAP,0.352553,0.0544505,,
NB_89,0.357721,0.0310093,NB,0.35198,0.0543092,,
TAP_22,0.35742,0.0260922,TAP,0.350535,0.0539522,,
NB_14,0.344611,0.0729588,NB,0.349396,0.0536697,,
TAP_141,0.352579,0.0389196,TAP,0.348939,0.053556,,
NB_67,0.353687,0.0339226,NB,0.348809,0.0535236,,
aNSC_32,0.351278,0.0435059,aNSC,0.348786,0.0535179,,
NB_92,0.344632,0.0638688,NB,0.347307,0.0531489,,
NB_26,0.344112,0.0623476,NB,0.346468,0.052939,,
NB_42,0.330137,0.106402,NB,0.343769,0.0522595,,
NB_81,0.337951,0.0714313,NB,0.342862,0.0520302,,
TAP_32,0.327074,0.0621583,TAP,0.330511,0.0488422,,
NB_72,0.309504,0.120601,NB,0.328531,0.0483217,,
TAP_132,0.33861,0.00375378,TAP,0.326935,0.0478997,,
TAP_47,0.323037,0.0574487,TAP,0.325661,0.0475617,,
NB_66,0.330262,0.0249303,NB,0.32433,0.0472076,,
aNSC_39,0.318001,0.0636451,aNSC,0.322523,0.0467248,,
NB_93,0.31604,0.0663299,NB,0.321379,0.0464182,,
NB_96,0.329013,0.0140134,NB,0.320376,0.0461487,,
NB_91,0.306671,0.0916582,NB,0.319031,0.0457864,,
TAP_108,0.323402,0.0241325,TAP,0.317652,0.0454138,,
NB_68,0.323597,0.0224474,NB,0.3174,0.0453459,,
TAP_130,0.320845,0.0220284,TAP,0.314715,0.0446172,,
TAP_85,0.317382,0.0310818,TAP,0.313767,0.0443593,,
TAP_50,0.313011,0.0449447,TAP,0.313212,0.0442079,,
NB_11,0.321959,0.00875218,NB,0.312344,0.0439712,,
NB_78,0.304379,0.0623526,NB,0.309616,0.0432244,,
aNSC_50,0.286288,0.12651,aNSC,0.309182,0.0431054,,
TAP_19,0.305964,0.049512,TAP,0.307828,0.0427332,,
TAP_124,0.31913,0.000876295,TAP,0.307639,0.0426814,,
TAP_74,0.309024,0.0328084,TAP,0.306398,0.0423395,,
TAP_75,0.304169,0.0406596,TAP,0.303896,0.0416486,,
TAP_54,0.309585,0.0100251,TAP,0.301039,0.0408568,,
TAP_21,0.298919,0.0436815,TAP,0.2998,0.0405126,,
NB_50,0.302194,0.0274495,NB,0.298648,0.0401923,,
TAP_9,0.301983,0.0255801,TAP,0.297966,0.0400022,,
TAP_148,0.305999,0.00790419,TAP,0.297116,0.0397655,,
NB_7,0.280949,0.0954352,NB,0.296526,0.0396008,,
TAP_107,0.304073,0.00966143,TAP,0.295773,0.0393907,,
NB_64,0.302009,0.0103459,NB,0.294028,0.0389029,,
TAP_25,0.299385,0.00751535,TAP,0.290843,0.0380112,,
TAP_29,0.289608,0.0402882,TAP,0.290291,0.0378562,,
aNSC_40,0.296019,0.0148933,aNSC,0.289628,0.0376703,,
TAP_8,0.280552,0.0654322,TAP,0.288441,0.0373371,,
NB_41,0.290014,0.0284125,NB,0.287575,0.0370938,,
NB_98,0.291079,0.020625,NB,0.286532,0.0368007,,
TAP_68,0.286342,0.0321416,TAP,0.285141,0.0364096,,
aNSC_47,0.275881,0.0521351,aNSC,0.280666,0.0351491,,
TAP_77,0.28408,0.0201082,TAP,0.2799,0.0349331,,
NB_45,0.265876,0.0831144,NB,0.279496,0.0348193,,
aNSC_126,0.276959,0.0398055,aNSC,0.278449,0.0345238,,
NB_99,0.275946,0.0420922,NB,0.278108,0.0344277,,
TAP_83,0.274627,0.0403536,TAP,0.276433,0.033955,,
NB_84,0.28057,0.0136969,NB,0.274969,0.0335417,,
TAP_161,0.274672,0.0341602,TAP,0.274856,0.0335098,,
TAP_86,0.281233,0.00868995,TAP,0.274273,0.0333454,,
aNSC_99,0.266274,0.0581614,aNSC,0.273353,0.0330856,,
TAP_23,0.281429,-0.00780655,TAP,0.270143,0.0321796,,
NB_73,0.263085,0.047907,NB,0.267715,0.0314946,,
NB_39,0.270885,0.0170079,NB,0.266868,0.0312555,,
TAP_78,0.263848,0.0416075,TAP,0.266775,0.0312294,,
NB_85,0.269268,0.00566107,NB,0.262412,0.0300002,,
TAP_80,0.27071,-0.00295377,TAP,0.261511,0.0297467,,
TAP_126,0.261407,0.0287264,TAP,0.261148,0.0296447,,
TAP_133,0.270347,-0.00555437,TAP,0.260503,0.0294633,,
TAP_97,0.263965,0.00511378,TAP,0.257375,0.0285849,,
aNSC_107,0.24016,0.087855,aNSC,0.256822,0.0284295,,
TAP_59,0.259496,0.0137039,TAP,0.255476,0.0280523,,
TAP_129,0.265092,-0.00718712,TAP,0.255238,0.0279855,,
TAP_11,0.263113,-0.00100778,TAP,0.255008,0.0279212,,
aNSC_8,0.227773,0.1148,aNSC,0.252277,0.0271574,,
TAP_119,0.258911,0.000223634,TAP,0.251457,0.0269282,,
aNSC_98,0.252211,0.0230373,aNSC,0.251149,0.0268422,,
aNSC_35,0.255794,0.00297978,aNSC,0.249288,0.0263236,,
aNSC_44,0.245307,0.0399139,aNSC,0.249109,0.0262735,,
TAP_49,0.249434,0.0225322,TAP,0.248445,0.0260886,,
NB_82,0.258727,-0.0111585,NB,0.248368,0.0260673,,
NB_83,0.239928,0.055265,NB,0.248075,0.0259858,,
NB_62,0.248176,0.0218514,NB,0.247102,0.0257151,,
TAP_94,0.237616,0.0587113,TAP,0.246809,0.0256338,,
NB_61,0.250987,0.00896482,NB,0.246389,0.0255171,,
TAP_154,0.253049,-0.000908255,TAP,0.245765,0.0253437,,
NB_48,0.231548,0.0725754,NB,0.244721,0.0250541,,
TAP_40,0.241065,0.0284065,TAP,0.242186,0.0243528,,
NB_77,0.250728,-0.00955277,NB,0.241427,0.0241428,,
NB_36,0.241091,0.00759114,NB,0.236882,0.0228923,,
TAP_114,0.226032,0.0599278,TAP,0.236265,0.0227224,,
aNSC_108,0.228754,0.0460121,aNSC,0.235207,0.0224328,,
TAP_28,0.24222,-0.00469355,TAP,0.234824,0.022328,,
NB_21,0.240201,0.00201829,NB,0.234656,0.0222818,,
aNSC_124,0.238253,-0.00233221,aNSC,0.231758,0.0214913,,
TAP_65,0.24033,-0.0148757,TAP,0.230537,0.0211588,,
aNSC_117,0.227577,0.0311726,aNSC,0.230314,0.0210984,,
TAP_100,0.232696,0.00819005,TAP,0.229272,0.0208155,,
TAP_168,0.213516,0.0762403,TAP,0.228596,0.0206321,,
aNSC_106,0.23293,0.00462756,aNSC,0.22859,0.0206304,,
NB_22,0.227501,0.0198648,NB,0.227382,0.0203035,,
NB_100,0.223189,0.0287701,NB,0.225603,0.0198231,,
TAP_51,0.22754,0.00344189,TAP,0.223303,0.0192041,,
NB_60,0.233132,-0.0181178,NB,0.223113,0.0191531,,
TAP_31,0.229034,-0.0056425,TAP,0.222431,0.01897,,
NB_18,0.220427,0.0114722,NB,0.218691,0.0179704,,
aNSC_127,0.21091,0.045763,aNSC,0.218356,0.0178809,,
TAP_62,0.224009,-0.00370968,TAP,0.21825,0.0178526,,
TAP_159,0.220705,0.00461177,TAP,0.217256,0.0175878,,
NB_56,0.214764,0.0218645,NB,0.215988,0.017251,,
aNSC_81,0.214762,0.0175126,aNSC,0.214907,0.0169644,,
TAP_38,0.217811,0.00515375,TAP,0.214699,0.0169092,,
TAP_93,0.223865,-0.0190278,TAP,0.214373,0.0168231,,
TAP_17,0.218437,-0.00335614,TAP,0.213192,0.0165107,,
TAP_155,0.199547,0.0681822,TAP,0.213189,0.01651,,
NB_46,0.202354,0.057264,NB,0.213118,0.0164913,,
aNSC_112,0.208997,0.0280978,aNSC,0.212125,0.0162292,,
TAP_44,0.221635,-0.0207663,TAP,0.211903,0.0161707,,
NB_87,0.212847,0.0085876,NB,0.210921,0.0159122,,
TAP_70,0.213551,-0.00579976,TAP,0.208058,0.015161,,
TAP_72,0.212037,-0.00546918,TAP,0.20674,0.0148163,,
aNSC_42,0.21251,-0.0100412,aNSC,0.206066,0.0146402,,
NB_74,0.209734,-0.0026651,NB,0.205277,0.0144346,,
NB_71,0.194874,0.0501237,NB,0.20422,0.0141595,,
aNSC_55,0.153683,0.207336,aNSC,0.203905,0.0140776,,
TAP_46,0.205973,-0.0104955,TAP,0.199889,0.0130383,,
TAP_101,0.202862,-0.00583378,TAP,0.198127,0.012584,,
NB_20,0.18735,0.0498056,NB,0.196969,0.0122863,,
TAP_120,0.208542,-0.0339622,TAP,0.196703,0.0122183,,
aNSC_118,0.193949,0.0118472,aNSC,0.194029,0.0115348,,
NB_38,0.186078,0.0408759,NB,0.193595,0.011424,,
NB_76,0.172993,0.0894534,NB,0.192889,0.0112441,,
NB_8,0.197682,-0.00818512,NB,0.192748,0.0112083,,
aNSC_113,0.191002,0.0144096,aNSC,0.191871,0.0109853,,
TAP_165,0.188449,0.0242134,TAP,0.191807,0.0109692,,
aNSC_110,0.189207,0.00689348,aNSC,0.188397,0.0101077,,
aNSC_51,0.185351,0.00853297,aNSC,0.18516,0.00929639,,
NB_37,0.177824,0.0378983,NB,0.184987,0.00925317,,
TAP_166,0.18456,0.0100823,TAP,0.18478,0.00920128,,
TAP_112,0.190655,-0.0169209,TAP,0.184191,0.00905413,,
TAP_76,0.177473,0.0333008,TAP,0.183537,0.00889144,,
TAP_16,0.1926,-0.0289503,TAP,0.183235,0.00881639,,
aNSC_25,0.17038,0.0601839,aNSC,0.183124,0.00878883,,
TAP_67,0.170611,0.0569882,TAP,0.182595,0.00865773,,
TAP_43,0.182824,0.00357197,TAP,0.181626,0.00841813,,
TAP_160,0.168496,0.0578265,TAP,0.180733,0.00819789,,
aNSC_68,0.155533,0.105339,aNSC,0.179403,0.00787101,,
TAP_71,0.186634,-0.0237912,TAP,0.17891,0.00775038,,
TAP_98,0.188471,-0.0313052,TAP,0.178907,0.00774955,,
TAP_63,0.182471,-0.0105866,TAP,0.178045,0.00753898,,
TAP_26,0.182818,-0.0195876,TAP,0.176344,0.00712547,,
aNSC_43,0.182201,-0.0225923,aNSC,0.175113,0.00682746,,
TAP_14,0.183696,-0.0417676,TAP,0.17225,0.00614153,,
TAP_156,0.170224,0.0109978,TAP,0.171431,0.00594581,,
aNSC_101,0.161105,0.048723,aNSC,0.17133,0.00592178,,
aNSC_125,0.174999,-0.0245938,aNSC,0.168024,0.00514373,,
TAP_104,0.174229,-0.0330138,TAP,0.165521,0.00456082,,
TAP_69,0.171803,-0.0255077,TAP,0.164913,0.00442048,,
aNSC_105,0.165676,-0.00669691,aNSC,0.16323,0.00403528,,
NB_16,0.16548,-0.0064305,NB,0.163101,0.00400589,,
aNSC_52,0.161406,-0.00706038,aNSC,0.159127,0.00311178,,
TAP_149,0.161146,-0.0105865,TAP,0.158127,0.00288767,,
NB_9,0.155198,0.0140481,NB,0.157682,0.00278948,,
NB_34,0.1645,-0.0345774,NB,0.156399,0.00250726,,
aNSC_20,0.155637,-0.00109,aNSC,0.154928,0.0021869,,
TAP_117,0.158067,-0.0242916,TAP,0.152522,0.00167002,,
aNSC_123,0.145484,0.0253498,aNSC,0.150551,0.00125233,,
TAP_39,0.157233,-0.0336907,TAP,0.149913,0.00111809,,
aNSC_109,0.149199,-0.0102238,aNSC,0.146992,0.000514349,,
aNSC_36,0.143437,0.0136172,aNSC,0.146164,0.000344152,,
TAP_167,0.129116,0.0769654,TAP,0.144536,1.54E-05,,
TAP_30,0.150606,-0.0401922,TAP,0.142734,-0.000343701,,
NB_51,0.151861,-0.0485426,NB,0.142354,-0.000418785,,
aNSC_83,0.143372,-0.00819945,aNSC,0.141854,-0.000517441,,
aNSC_65,0.139603,0.00772585,aNSC,0.141235,-0.000638846,,
TAP_66,0.140821,-0.000592405,TAP,0.140845,-0.000714864,,
TAP_162,0.142241,-0.0133503,TAP,0.139852,-0.00090717,,
NB_63,0.142185,-0.0238295,NB,0.137913,-0.00127699,,
aNSC_102,0.142412,-0.0306808,aNSC,0.136935,-0.00146228,,
aNSC_122,0.137856,-0.00663249,aNSC,0.136891,-0.00147035,,
TAP_1,0.132527,-0.0123236,TAP,0.13077,-0.00258122,,
aNSC_90,0.132526,-0.0125564,aNSC,0.130728,-0.00258876,,
TAP_2,0.127069,0.0150225,TAP,0.130262,-0.00267286,,
TAP_157,0.126398,0.00866385,TAP,0.128407,-0.00299707,,
aNSC_120,0.130278,-0.0155458,aNSC,0.128125,-0.00304563,,
aNSC_74,0.107223,0.114769,aNSC,0.127308,-0.00318605,,
NB_3,0.134856,-0.0511746,NB,0.126758,-0.00327925,,
TAP_7,0.131326,-0.0317345,TAP,0.126521,-0.00331924,,
TAP_163,0.132314,-0.0379934,TAP,0.126453,-0.00333068,,
aNSC_111,0.127813,-0.0130366,aNSC,0.126189,-0.0033754,,
NB_10,0.1298,-0.0248544,NB,0.126189,-0.0033754,,
aNSC_24,0.129609,-0.0252041,aNSC,0.125952,-0.00341518,,
TAP_92,0.125485,-0.00912123,TAP,0.124583,-0.00364269,,
NB_57,0.119689,0.016921,NB,0.12306,-0.00389175,,
aNSC_77,0.115209,0.0411673,aNSC,0.122521,-0.00397908,,
NB_17,0.122343,-0.00503647,NB,0.122181,-0.00403422,,
aNSC_121,0.121272,-0.00210977,aNSC,0.121594,-0.00412819,,
NB_79,0.11978,0.00182792,NB,0.120745,-0.0042629,,
aNSC_96,0.124181,-0.0359779,aNSC,0.119305,-0.00448776,,
NB_19,0.116002,0.0109976,NB,0.118387,-0.00462984,,
aNSC_92,0.122092,-0.0336921,aNSC,0.117674,-0.0047386,,
aNSC_97,0.118068,-0.0319121,aNSC,0.114151,-0.0052603,,
aNSC_103,0.113353,-0.0132138,aNSC,0.112264,-0.00553227,,
aNSC_100,0.110875,0.00184625,aNSC,0.111928,-0.00557984,,
TAP_42,0.115183,-0.0368673,TAP,0.110877,-0.00572737,,
aNSC_27,0.11313,-0.0276619,aNSC,0.110112,-0.0058332,,
TAP_6,0.112402,-0.02682,TAP,0.109546,-0.00591052,,
aNSC_9,0.103581,0.0355555,aNSC,0.109196,-0.00595815,,
TAP_61,0.11615,-0.0606486,TAP,0.10876,-0.00601711,,
aNSC_119,0.106742,0.00511115,aNSC,0.108238,-0.00608721,,
TAP_164,0.106591,-0.0158599,TAP,0.105376,-0.00646014,,
TAP_5,0.101882,0.00636997,TAP,0.10351,-0.00669619,,
NB_40,0.106008,-0.0278604,NB,0.103373,-0.0067133,,
TAP_116,0.105498,-0.0500823,TAP,0.100358,-0.00707711,,
aNSC_104,0.100974,-0.0186447,aNSC,0.0996446,-0.00716239,,
TAP_24,0.104847,-0.0533494,TAP,0.0995006,-0.00717907,,
NB_102,0.0877536,0.057748,NB,0.0949649,-0.00768277,,
TAP_34,0.0973169,-0.0413194,TAP,0.093815,-0.00780683,,
aNSC_115,0.0943629,-0.0172938,aNSC,0.0933764,-0.00785267,,
aNSC_11,0.0928465,-0.00962308,aNSC,0.0926737,-0.00792521,,
aNSC_64,0.0945558,-0.0300382,aNSC,0.0923097,-0.00796225,,
