,V1,V2
TAP_36,0.372275042,0.059158383
TAP_35,0.353418137,0.054662938
TAP_34,0.093814956,-0.007806832
TAP_33,0.474654755,0.078865432
TAP_32,0.330511155,0.048842242
TAP_31,0.222431379,0.018969982
TAP_30,0.142733725,-0.000343701
TAP_3,0.049563513,-0.010314543
TAP_29,0.290290529,0.037856243
TAP_28,0.234824494,0.022328009
TAP_27,0.384165157,0.061844339
TAP_26,0.176344093,0.007125472
TAP_25,0.290843429,0.038011215
TAP_24,0.099500567,-0.007179065
TAP_23,0.270143,0.032179569
TAP_22,0.350535092,0.053952186
TAP_21,0.299799739,0.040512618
TAP_20,0.518981858,0.085931265
TAP_2,0.130261667,-0.002672859
TAP_19,0.307827747,0.042733181
TAP_18,0.425774069,0.070286739
TAP_17,0.213191536,0.016510706
TAP_168,0.228596285,0.020632127
TAP_167,0.14453635,1.54E-05
TAP_166,0.18477989,0.00920128
TAP_165,0.191807303,0.010969235
TAP_164,0.105375538,-0.006460138
TAP_163,0.126453459,-0.003330677
TAP_162,0.139851827,-0.00090717
TAP_161,0.274855631,0.033509796
TAP_160,0.180733286,0.00819789
TAP_16,0.183234901,0.008816388
TAP_159,0.21725624,0.017587829
TAP_158,0.078674667,-0.009151917
TAP_157,0.128406884,-0.002997074
TAP_156,0.171430837,0.00594581
TAP_155,0.213188875,0.016510004
TAP_154,0.24576503,0.025343739
TAP_153,0.558524637,0.09184247
TAP_152,0.465946744,0.077408596
TAP_151,0.389396387,0.062986438
TAP_150,0.696952518,0.111117327
TAP_15,0.429433691,0.070967317
TAP_149,0.158127172,0.002887673
TAP_148,0.297116206,0.039765462
TAP_147,0.384536923,0.061926317
TAP_146,0.581556459,0.095122801
TAP_145,0.577377642,0.094534996
TAP_144,0.619429577,0.100372528
TAP_143,0.653399365,0.10506467
TAP_142,0.404362773,0.066120468
TAP_141,0.348938808,0.053556015
TAP_140,0.612520736,0.099420129
TAP_14,0.172250115,0.006141534
TAP_139,0.675839149,0.108179402
TAP_138,0.378245655,0.060522401
TAP_137,0.496875511,0.082472905
TAP_136,0.483240232,0.080276803
TAP_135,0.680533978,0.108832306
TAP_134,0.42628302,0.070381862
TAP_133,0.260503402,0.029463279
TAP_132,0.326935118,0.047899733
TAP_131,0.373603044,0.059464391
TAP_130,0.314714899,0.044617179
TAP_13,0.441535489,0.073166701
TAP_129,0.255237608,0.027985525
TAP_128,0.36860842,0.058306017
TAP_127,0.704041001,0.112104186
TAP_126,0.261148432,0.02964466
TAP_125,0.166399797,0.004764442
TAP_124,0.307639266,0.042681373
TAP_123,0.427425055,0.070594734
TAP_122,0.352553497,0.0544505
TAP_121,0.521084962,0.08625449
TAP_120,0.196703029,0.012218279
TAP_12,0.442916194,0.073413296
TAP_119,0.251456664,0.026928195
TAP_118,0.411149324,0.067478482
TAP_117,0.152521757,0.001670019
TAP_116,0.100358196,-0.007077113
TAP_115,0.649022898,0.104458695
TAP_114,0.23626473,0.022722425
TAP_113,0.557648801,0.091715493
TAP_112,0.18419138,0.009054134
TAP_111,0.410630481,0.067376056
TAP_110,0.599388777,0.097606587
TAP_11,0.255008185,0.027921245
TAP_109,0.513711166,0.085116948
TAP_108,0.317651613,0.04541377
TAP_107,0.295773028,0.039390693
TAP_106,0.51372855,0.085119639
TAP_105,0.461370229,0.076631738
TAP_104,0.165521154,0.004560816
TAP_103,0.608285389,0.098835949
TAP_102,0.373253638,0.059384019
TAP_101,0.198126857,0.012583959
TAP_100,0.229272421,0.020815484
TAP_10,0.564691446,0.092731367
TAP_1,0.130769507,-0.002581225
NB_99,0.278108088,0.034427705
NB_98,0.286532165,0.036800744
NB_97,0.484510043,0.080483544
NB_96,0.320376183,0.046148688
NB_95,0.357379751,0.05562976
NB_94,0.455566945,0.075634711
NB_93,0.321379409,0.04641823
NB_92,0.347306665,0.0531489
NB_91,0.3190311,0.045786371
NB_90,0.61228473,0.09938759
NB_9,0.15768243,0.002789476
NB_89,0.35198004,0.054309231
NB_88,0.384692465,0.061960574
NB_87,0.210920989,0.015912167
NB_86,0.352899904,0.054535712
NB_85,0.262411749,0.030000215
NB_84,0.274968712,0.033541715
NB_83,0.248075435,0.025985791
NB_82,0.248368196,0.026067261
NB_81,0.342862473,0.052030175
NB_80,0.373664884,0.059478595
NB_8,0.192748313,0.011208307
NB_79,0.120744675,-0.004262895
NB_78,0.30961625,0.043224408
NB_77,0.241426878,0.0241428
NB_76,0.192889127,0.011244129
NB_75,0.492881975,0.081835134
NB_74,0.205277381,0.01443459
NB_73,0.267715361,0.031494628
NB_72,0.328531149,0.048321651
NB_71,0.204220205,0.014159474
NB_70,0.472977905,0.07858698
NB_7,0.296525921,0.039600831
NB_69,0.620437325,0.100511454
NB_68,0.317400446,0.04534587
NB_67,0.348808537,0.053523606
NB_66,0.324330366,0.047207576
NB_65,0.445688757,0.073905925
NB_64,0.294027592,0.038902922
NB_63,0.137912837,-0.001276991
NB_62,0.247101955,0.025715093
NB_61,0.246389471,0.025517105
NB_60,0.223112943,0.019153124
NB_6,0.389901683,0.06309541
NB_59,0.479003868,0.079583305
NB_58,0.429714649,0.071019188
NB_57,0.12306027,-0.00389175
NB_56,0.215987851,0.017250958
NB_55,0.560681366,0.0921544
NB_54,0.357018631,0.055542176
NB_53,0.419434085,0.069087694
NB_52,0.383858225,0.061776567
NB_51,0.142353668,-0.000418785
NB_50,0.298648165,0.04019226
NB_5,0.439982333,0.072888321
NB_49,0.457287523,0.07593168
NB_48,0.244720519,0.025054059
NB_47,0.475696542,0.079037943
NB_46,0.213117992,0.01649129
NB_45,0.279496466,0.034819337
NB_44,0.463490126,0.076992635
NB_43,0.369531967,0.058521693
NB_42,0.343768788,0.052259491
NB_41,0.287574776,0.037093795
NB_40,0.103372744,-0.006713297
NB_4,0.52787345,0.087291247
NB_39,0.26686763,0.03125552
NB_38,0.193594731,0.011424033
NB_37,0.184987393,0.009253169
NB_36,0.236882285,0.022892275
NB_35,0.379874829,0.060889268
NB_34,0.156398774,0.002507259
NB_33,0.441310203,0.073126401
NB_32,0.400850505,0.06540256
NB_31,0.397580251,0.064724528
NB_30,0.448979745,0.07448641
NB_3,0.126757607,-0.00327925
NB_29,0.648428775,0.104376471
NB_28,0.452490981,0.07510074
NB_27,0.36688156,0.057900805
NB_26,0.346468267,0.052939026
NB_25,0.453681975,0.075307945
NB_24,0.561207697,0.092230334
NB_23,0.443329844,0.073487013
NB_22,0.227382138,0.020303524
NB_21,0.234655546,0.022281772
NB_20,0.196968533,0.012286344
NB_2,0.057791918,-0.010183913
NB_19,0.118386918,-0.004629838
NB_18,0.218691416,0.017970408
NB_17,0.122180628,-0.004034217
NB_16,0.163101344,0.004005895
NB_15,0.402700845,0.065782079
NB_14,0.349396263,0.053669732
NB_13,0.435299862,0.072042405
NB_12,0.443408165,0.07350094
NB_11,0.312344441,0.043971226
NB_102,0.094964857,-0.007682765
NB_101,0.516654731,0.085572474
NB_100,0.225602714,0.019823092
NB_10,0.126188935,-0.003375404
NB_1,0.0210484,-0.009496956
