,V1,V2
qNSCII_229,-0.25754969,0.093866012
qNSCII_228,-0.252144352,0.089965868
qNSCII_227,-0.284359605,0.113274761
qNSCII_226,-0.146626838,0.006920171
qNSCII_225,-0.163699644,0.022753597
qNSCII_224,-0.142496344,0.002735769
qNSCII_223,-0.190662222,0.04474594
qNSCII_222,-0.153495877,0.013541916
qNSCII_221,-0.184841665,0.040205303
qNSCII_220,-0.13181524,-0.008979337
qNSCII_22,-0.282102848,0.111634686
qNSCII_219,-0.160267575,0.01972729
qNSCII_218,-0.233771997,0.076699004
qNSCII_217,-0.170176247,0.028295508
qNSCII_216,-0.175430716,0.032652784
qNSCII_215,-0.116792119,-0.028642021
qNSCII_214,-0.225099921,0.07040619
qNSCII_213,-0.245108102,0.084889669
qNSCII_212,-0.152205757,0.012327131
qNSCII_211,-0.160846125,0.02024223
qNSCII_210,-0.289927772,0.117327569
qNSCII_21,-0.150320342,0.010528743
qNSCII_209,-0.357942387,0.167606477
qNSCII_208,-0.250625122,0.08886992
qNSCII_207,-0.181693153,0.037710494
qNSCII_206,-0.251996131,0.089858942
qNSCII_205,-0.218760029,0.065780396
qNSCII_204,-0.201847278,0.053259562
qNSCII_203,-0.25313388,0.090679727
qNSCII_202,-0.298902064,0.123879299
qNSCII_201,-0.298191026,0.123359343
qNSCII_200,-0.142985263,0.00323947
qNSCII_20,-0.254101261,0.091377662
qNSCII_2,-0.184461889,0.039905748
qNSCII_199,-0.201832974,0.053248823
qNSCII_198,-0.197776062,0.05018842
qNSCII_197,-0.275566034,0.106892218
qNSCII_196,-0.239520435,0.08085565
qNSCII_195,-0.211327154,0.060316792
qNSCII_194,-0.206842636,0.056992973
qNSCII_193,-0.160857339,0.020252198
qNSCII_192,-0.179845126,0.036231662
qNSCII_191,-0.24054643,0.081596736
qNSCII_190,-0.181086421,0.037225826
qNSCII_19,-0.348873558,0.160822677
qNSCII_189,-0.197608778,0.050061494
qNSCII_188,-0.204977919,0.055603376
qNSCII_187,-0.199101357,0.051191426
qNSCII_186,-0.244272466,0.084286647
qNSCII_185,-0.205363309,0.055890863
qNSCII_184,-0.211784644,0.060654621
qNSCII_183,-0.189222803,0.043631009
qNSCII_182,-0.151401697,0.011563527
qNSCII_181,-0.18108125,0.037221692
qNSCII_180,-0.416491337,0.21172174
qNSCII_18,-0.141232612,0.001421265
qNSCII_179,-0.151778957,0.011922392
qNSCII_178,-0.191894866,0.045696701
qNSCII_177,-0.221439829,0.067738865
qNSCII_176,-0.20310151,0.054200498
qNSCII_175,-0.163728517,0.022778773
qNSCII_174,-0.120992998,-0.022651143
qNSCII_173,-0.174463542,0.031858681
qNSCII_172,-0.170907703,0.028909013
qNSCII_171,-0.15344235,0.013491698
qNSCII_170,-0.153767042,0.013795632
qNSCII_17,-0.208916363,0.058532943
qNSCII_169,-0.171032642,0.029013558
qNSCII_168,-0.208942945,0.05855265
qNSCII_167,-0.165254918,0.024103175
qNSCII_166,-0.157570659,0.017299902
qNSCII_165,-0.170734218,0.028763721
qNSCII_164,-0.255582672,0.092446513
qNSCII_163,-0.174019404,0.031493002
qNSCII_162,-0.200382937,0.052158088
qNSCII_161,-0.230787188,0.074536716
qNSCII_160,-0.154636167,0.014605328
qNSCII_16,-0.154071028,0.014079335
qNSCII_159,-0.165205476,0.024060422
qNSCII_158,-0.163172798,0.022293306
qNSCII_157,-0.188324218,0.042932453
qNSCII_156,-0.177259321,0.03414377
qNSCII_155,-0.15379601,0.013822666
qNSCII_154,-0.177505514,0.034343575
qNSCII_153,-0.1724586,0.030202118
qNSCII_152,-0.187106752,0.041982855
qNSCII_151,-0.311360144,0.133016487
qNSCII_150,-0.138557446,-0.001420257
qNSCII_15,-0.273645241,0.105500118
qNSCII_149,-0.182545343,0.038388677
qNSCII_148,-0.151220501,0.011390802
qNSCII_147,-0.188324829,0.04293293
qNSCII_146,-0.196827718,0.049468871
qNSCII_145,-0.19379024,0.047151993
qNSCII_144,-0.213174123,0.061679085
qNSCII_143,-0.155387745,0.015301226
qNSCII_142,-0.242272348,0.082842985
qNSCII_141,-0.305908466,0.129012123
qNSCII_140,-0.326370133,0.144088929
qNSCII_14,-0.173139199,0.030766005
qNSCII_139,-0.144095557,0.004375863
qNSCII_138,-0.126513277,-0.015402441
qNSCII_137,-0.122389803,-0.020755573
qNSCII_136,-0.231889507,0.075335669
qNSCII_135,-0.164090595,0.02309413
qNSCII_134,-0.212013273,0.060823214
qNSCII_133,-0.206508446,0.056744336
qNSCII_132,-0.213859711,0.062184063
qNSCII_131,-0.111123942,-0.037548975
qNSCII_130,-0.149181467,0.009428526
qNSCII_13,-0.150406487,0.01061152
qNSCII_129,-0.376087658,0.181227733
qNSCII_128,-0.132293808,-0.008421899
qNSCII_127,-0.235801148,0.078167104
qNSCII_126,-0.123540176,-0.01922695
qNSCII_125,-0.140320695,0.000461293
qNSCII_124,-0.216658887,0.064240888
qNSCII_123,-0.179156683,0.035678091
qNSCII_122,-0.135220133,-0.005085366
qNSCII_121,-0.162444947,0.021655017
qNSCII_120,-0.21266351,0.061302621
qNSCII_12,-0.287021915,0.115211601
qNSCII_119,-0.187955076,0.042644879
qNSCII_118,-0.194990663,0.048069857
qNSCII_117,-0.236995637,0.079031002
qNSCII_116,-0.196964117,0.049572362
qNSCII_115,-0.1488864,0.009141697
qNSCII_114,-0.266341627,0.100215846
qNSCII_113,-0.355229049,0.165574254
qNSCII_112,-0.294768676,0.120858734
qNSCII_111,-0.223236121,0.069049026
qNSCII_110,-0.226345309,0.071312012
qNSCII_11,-0.234720034,0.077385154
qNSCII_109,-0.169104627,0.027392477
qNSCII_108,-0.244565925,0.084498416
qNSCII_107,-0.11872571,-0.025825822
qNSCII_106,-0.146163924,0.006459421
qNSCII_105,-0.166300053,0.025003452
qNSCII_104,-0.157337313,0.017087494
qNSCII_103,-0.17548558,0.032697698
qNSCII_102,-0.106855844,-0.04506701
qNSCII_101,-0.124843717,-0.017528151
qNSCII_100,-0.179207745,0.035719179
qNSCII_10,-0.217405077,0.064788049
qNSCII_1,-0.236058949,0.078353555
pNSC_83,-0.120751504,-0.022984924
pNSC_79,-0.135453343,-0.004825047
pNSC_77,-0.110668907,-0.038313408
pNSC_76,-0.111263866,-0.037313911
pNSC_7,-0.115534889,-0.030526979
pNSC_63,-0.083377878,-0.118554784
pNSC_62,-0.140333906,0.000475251
pNSC_61,-0.11143709,-0.037026316
pNSC_58,-0.14812742,0.008400438
pNSC_54,-0.083212184,-0.120058078
pNSC_53,-0.160432782,0.019874615
pNSC_52,-0.29546804,0.121369422
pNSC_48,-0.083552446,-0.116970983
pNSC_46,-0.098618716,-0.062350977
pNSC_45,-0.109893623,-0.039634182
pNSC_43,-0.137348258,-0.002731843
pNSC_42,-0.137157984,-0.00293988
pNSC_40,-0.305441339,0.128669306
pNSC_39,-0.149757012,0.00998586
pNSC_36,-0.092311226,-0.081007364
pNSC_34,-0.110077728,-0.039316098
pNSC_33,-0.13165976,-0.009161184
pNSC_32,-0.102385792,-0.053925048
pNSC_30,-0.179564838,0.036006527
pNSC_3,-0.135135145,-0.005180603
pNSC_29,-0.094046649,-0.074389244
pNSC_28,-0.110829568,-0.038043506
pNSC_24,-0.110156197,-0.039182336
pNSC_22,-0.114037577,-0.032837685
pNSC_20,-0.109042255,-0.041113483
pNSC_2,-0.133872092,-0.00660734
pNSC_18,-0.169304528,0.027561337
pNSC_17,-0.117780937,-0.02718802
pNSC_16,-0.12304254,-0.019884099
pNSC_15,-0.083663056,-0.115967451
pNSC_14,-0.138229882,-0.001773537
pNSC_13,-0.211001198,0.060075991
aNSC_93,-0.096807375,-0.066896702
aNSC_91,-0.105992457,-0.046685626
aNSC_86,-0.114840837,-0.031588879
aNSC_82,-0.097891883,-0.064117165
aNSC_75,-0.124523372,-0.017942424
aNSC_73,-0.100001519,-0.059123398
aNSC_71,-0.098640635,-0.062297714
aNSC_66,-0.095976194,-0.069026975
aNSC_62,-0.104196389,-0.050177152
aNSC_60,-0.112634249,-0.035067138
aNSC_6,-0.094046649,-0.074389244
aNSC_59,-0.108492514,-0.042082845
aNSC_58,-0.106267958,-0.046169137
aNSC_57,-0.105718026,-0.047202849
aNSC_23,-0.109001991,-0.041183445
aNSC_21,-0.107311132,-0.04421716
aNSC_17,-0.097891883,-0.064117165
TAP_125,-0.095976194,-0.069026975
MOL_9,-0.04709554,-0.377234053
MOL_8,-0.006838381,-0.514925656
MOL_75,-0.052425489,-0.355543228
MOL_74,-0.020182288,-0.470905317
MOL_73,-0.015723273,-0.485702704
MOL_72,-0.021240577,-0.467384289
MOL_71,-0.042984152,-0.392762169
MOL_70,-0.034855784,-0.421562218
MOL_7,-0.060694136,-0.316154805
MOL_69,-0.04027981,-0.402565771
MOL_68,0.012550382,-0.577908355
MOL_67,-0.015709198,-0.485749351
MOL_66,-0.049619957,-0.367236014
MOL_65,-0.033285452,-0.426931162
MOL_64,-0.070165402,-0.239728301
MOL_63,-0.059359578,-0.323185282
MOL_62,-0.015030157,-0.487998187
MOL_61,-0.01451523,-0.48970263
MOL_60,-0.009508724,-0.506206472
MOL_6,-0.010803175,-0.501955509
MOL_59,-0.031641278,-0.432515911
MOL_58,-0.03081008,-0.435327556
MOL_57,-0.00022906,-0.536334451
MOL_56,0.01785899,-0.595270006
MOL_55,0.02191799,-0.608536815
MOL_54,-0.002522301,-0.528919052
MOL_53,-0.033723907,-0.42543628
MOL_52,-0.015305505,-0.487086465
MOL_51,-0.034112478,-0.424108892
MOL_50,-0.042190242,-0.39567318
MOL_5,-0.061368066,-0.312424534
MOL_49,-0.042086209,-0.396052461
MOL_48,-0.013983179,-0.491462905
MOL_47,-0.041830152,-0.396981028
MOL_46,-0.064560594,-0.292072804
MOL_45,-0.012609353,-0.496002937
MOL_44,0.009427604,-0.56770681
MOL_43,-0.035437827,-0.419560818
MOL_42,-0.048819234,-0.370442022
MOL_41,0.022251486,-0.609626306
MOL_40,0.025610837,-0.620591355
MOL_4,-0.052318909,-0.355998291
MOL_39,0.002385438,-0.544795552
MOL_38,0.000644765,-0.53916041
MOL_37,-0.045554869,-0.383150383
MOL_36,-0.059648616,-0.321725849
MOL_35,-0.054193492,-0.347782256
MOL_34,-0.013529957,-0.49296159
MOL_33,-0.034934232,-0.421293314
MOL_32,-0.04931881,-0.368450372
MOL_31,-0.043487133,-0.390906883
MOL_30,0.008906422,-0.566006948
MOL_3,-0.053440383,-0.351116536
MOL_29,-0.01534964,-0.486940297
MOL_28,-0.051375977,-0.359977678
MOL_27,-0.023602929,-0.45951002
MOL_26,-0.017109864,-0.481107143
MOL_25,-0.052046618,-0.357158438
MOL_24,-0.053437481,-0.351129267
MOL_23,-0.032157404,-0.430766329
MOL_22,0.010942892,-0.572655011
MOL_21,0.046318444,-0.687692403
MOL_20,-0.028044268,-0.444642013
MOL_2,-0.063988757,-0.295789698
MOL_19,-0.02891378,-0.441719619
MOL_18,-0.054140993,-0.348016877
MOL_17,-0.044047207,-0.38882678
MOL_16,-0.043496487,-0.39087229
MOL_15,-0.009140003,-0.50741486
MOL_14,-0.045782485,-0.382291905
MOL_13,-0.018921786,-0.475094159
MOL_12,-0.05736754,-0.333052851
MOL_11,-0.068079757,-0.261764281
MOL_10,-0.021018836,-0.468122525
MOL_1,-0.041806579,-0.397066163
